id,url,title,views,likes,comments,shares,score
7278034913729907974,https://www.tiktok.com/@_lukasmax/video/7278034913729907974,desbloqueando essa 🔓 ✨ #carjams #letras #dubsmash #vibedodia #musica ,3100000,353500,1541,14500,12.563423
7276110548935249158,https://www.tiktok.com/@_lukasmax/video/7276110548935249158,deixa ele! ✨ #carjams #letras #dubsmash #vibedodia #musica ,1100000,130800,251,2714,11.655181
7288713801967488262,https://www.tiktok.com/@_lukasmax/video/7288713801967488262,debaixo do meu cobertor ✨ #carjams #dubsmash #musica #vibedodia ,987700,106600,262,1297,11.495195
7146966322545446149,https://www.tiktok.com/@_lukasmax/video/7146966322545446149,Fala o que eu tô querendo ouvir… ✨ #carjams #letras #musica #dubsmash ,756800,103900,212,3041,11.438258
7170318082446019845,https://www.tiktok.com/@_lukasmax/video/7170318082446019845,Ahhh que coisa boa! ✨#carjams #dubsmash #musica #letras #@Gloria Groove ,768700,93200,155,898,11.333517
7282146253863947525,https://www.tiktok.com/@_lukasmax/video/7282146253863947525,essa entrega a idade 😂 #carjams #letras #dubsmash #vibedodia #musica ,721900,85200,211,1358,11.282614
7261719493234265349,https://www.tiktok.com/@_lukasmax/video/7261719493234265349,dessa vez eu nao vou fugir! ✨ #vibedodia #carjams #traducao #dubsmash...,502700,65900,254,2029,11.070265
7279779784622738693,https://www.tiktok.com/@_lukasmax/video/7279779784622738693,te ensinei ✨ #carjams #letras #dubsmash #vibedodia #musica ,543200,56300,50,1031,10.978979
7249095247077199109,https://www.tiktok.com/@_lukasmax/video/7249095247077199109,O que ta rolando? ✨ #carjams #dubsmash #vibedodia #letras #traducao ,493900,53100,71,722,10.905952
7385652296526351622,https://www.tiktok.com/@_lukasmax/video/7385652296526351622,@LISA can tou teach me japanese? #carjams #dubsmash #vibedodia #tradu...,392100,55400,795,180,10.847294
7172658171608141061,https://www.tiktok.com/@_lukasmax/video/7172658171608141061,Se eu me solto vc me arrasta! #carjams #dubsmash #musica #letras @jao ,310300,53800,100,1380,10.816687
7255074217979383046,https://www.tiktok.com/@_lukasmax/video/7255074217979383046,Nem todos os dias serão bons dias. ✨ #carjams #letras #traducao #dubs...,437300,36900,219,1534,10.750975
